Time,PlayerX,PlayerY,PlayerZ,Speed,Round,ElapsedTime,CarLX,CarLY,CarLZ,CarRX,CarRY,CarRZ
1774842540,-310,70.29103,-97.03149,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30004,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.3022,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30228,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
1774842541,-310,70.30229,-97.03143,3,2,0,0,0,0,0,0,0
